|357297|20-DEC-2020|4620.00|12.00|4125.00|0.00|247.50|247.50|0.00|
|357298|20-DEC-2020|4620.00|12.00|4125.00|0.00|247.50|247.50|0.00|Washington
|357299|20-DEC-2020|4023.94|12.00|3592.80|0.00|215.57|215.57|0.00|
|357300|20-DEC-2020|5992.00|12.00|2400.00|0.00|144.00|144.00|0.00|
|357301|20-DEC-2020|8086.40|12.00|7220.00|0.00|433.20|433.20|0.00|
|357302|20-DEC-2020|9204.00|18.00|7800.00|0.00|702.00|702.00|0.00|Haryana
|357303|20-DEC-2020|47377.00|18.00|35600.00|0.00|3204.00|3204.00|0.00|
|357306|20-DEC-2020|4704.00|12.00|4200.00|0.00|252.00|252.00|0.00|
|357308|20-DEC-2020|3192.00|12.00|2850.00|0.00|171.00|171.00|0.00|
|357309|20-DEC-2020|2950.00|18.00|2500.00|0.00|225.00|225.00|0.00|Uttar Pradesh
|357310|20-DEC-2020|9765.60|18.00|-790.00|0.00|-71.10|-71.10|0.00|
|357310|20-DEC-2020|9765.60|12.00|5390.00|0.00|323.40|323.40|0.00|
|357311|20-DEC-2020|6776.00|12.00|6050.00|0.00|363.00|363.00|0.00|
|357313|20-DEC-2020|6160.00|12.00|5500.00|0.00|330.00|330.00|0.00|
|357314|20-DEC-2020|4023.94|12.00|3592.80|0.00|215.57|215.57|0.00|
|357317|20-DEC-2020|6160.00|12.00|5500.00|0.00|330.00|330.00|0.00|
|357318|20-DEC-2020|23860.00|12.00|5500.00|0.00|330.00|330.00|0.00|
|357318|20-DEC-2020|23860.00|18.00|15000.00|0.00|1350.00|1350.00|0.00|
|357319|20-DEC-2020|14537.20|18.00|10740.00|0.00|966.60|966.60|0.00|Ohio
0717KWT00070UNP|357320|20-DEC-2020|23511.50|18.00|11780.00|0.00|1060.20|1060.20|0.00|
|357323|20-DEC-2020|590.00|18.00|500.00|0.00|45.00|45.00|0.00|
|357324|20-DEC-2020|9027.00|18.00|7650.00|0.00|688.50|688.50|0.00|
|357326|20-DEC-2020|9548.00|0.00|0.00|0.00|0.00|0.00|0.00|Pennslyvania
|357329|20-DEC-2020|590.00|18.00|500.00|0.00|45.00|45.00|0.00|
|357331|20-DEC-2020|1343.66|0.00|0.00|0.00|0.00|0.00|0.00|Kansas
|357331|20-DEC-2020|1343.66|18.00|180.00|0.00|16.20|16.20|0.00|Kansas
|357332|20-DEC-2020|25939.20|18.00|8190.00|0.00|737.10|737.10|0.00|
|357333|20-DEC-2020|2950.00|18.00|2500.00|0.00|225.00|225.00|0.00|Uttarakhand
06AADCM5146R1ZZ|357334|20-DEC-2020|6160.00|12.00|5500.00|0.00|330.00|330.00|0.00|Haryana
|357335|20-DEC-2020|6160.00|12.00|5500.00|0.00|330.00|330.00|0.00|
|357336|20-DEC-2020|4023.94|12.00|3592.80|0.00|215.57|215.57|0.00|
|357337|20-DEC-2020|2688.00|12.00|2400.00|0.00|144.00|144.00|0.00|Texas
|357338|20-DEC-2020|2390.00|18.00|500.00|0.00|45.00|45.00|0.00|
|357339|20-DEC-2020|3238.00|18.00|500.00|0.00|45.00|45.00|0.00|
|357340|20-DEC-2020|1040.00|18.00|500.00|0.00|45.00|45.00|0.00|
|357345|20-DEC-2020|1793.60|18.00|180.00|0.00|16.20|16.20|0.00|
|357347|20-DEC-2020|1888.00|18.00|500.00|0.00|45.00|45.00|0.00|
|357348|20-DEC-2020|590.00|18.00|500.00|0.00|45.00|45.00|0.00|Kentucky
|357350|20-DEC-2020|24666.80|18.00|2500.00|0.00|225.00|225.00|0.00|
|357350|20-DEC-2020|24666.80|12.00|19390.00|0.00|1163.40|1163.40|0.00|
|357352|20-DEC-2020|15450.80|12.00|7790.00|0.00|467.40|467.40|0.00|
|357354|20-DEC-2020|6160.00|12.00|5500.00|0.00|330.00|330.00|0.00|
|357355|20-DEC-2020|1510.40|18.00|180.00|0.00|16.20|16.20|0.00|
|357357|20-DEC-2020|1062.50|0.00|0.00|0.00|0.00|0.00|0.00|Ohio
|357358|20-DEC-2020|1888.00|18.00|500.00|0.00|45.00|45.00|0.00|
|357359|20-DEC-2020|2825.50|18.00|500.00|0.00|45.00|45.00|0.00|Oregon
|357359|20-DEC-2020|2825.50|0.00|0.00|0.00|0.00|0.00|0.00|Oregon
|357360|20-DEC-2020|590.00|18.00|500.00|0.00|45.00|45.00|0.00|
|357361|20-DEC-2020|1888.00|18.00|500.00|0.00|45.00|45.00|0.00|
|357363|20-DEC-2020|590.00|18.00|500.00|0.00|45.00|45.00|0.00|
07AACCG2599K1Z7|357364|20-DEC-2020|31799.94|12.00|24375.00|0.00|1462.50|1462.50|0.00|
